corpus,source_id,theory_id,declaration,module,min_distance,is_root
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonCoreSinThetaData.Λ₁,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.A,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.A₀,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.E₀,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.F₀,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.F₁,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.F₁_intertwines,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.F₁_maps_domain,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.R,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.common_domain,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.residual_on_common_domain,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.toUnboundedSinThetaData,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperCommonDomainSinThetaData.Λ₁,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data.epsilon,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data.epsilon_pos,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data.gap,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data.gap_pos,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data.lower_frame,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data.source,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data.spectral_gap,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonCoreTheorem61Data.toPaperRealTheorem61Data,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCoreTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data.epsilon,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data.epsilon_pos,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data.gap,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data.gap_pos,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data.lower_frame,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data.source,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data.spectral_gap,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealCommonDomainTheorem61Data.toPaperTheorem61Data,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomainTheorems,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data.canonicalSinTheta,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data.data,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data.exactMap,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data.frameLowerBound,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data.frameLowerBound_pos,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data.gap,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data.lowerFrame,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem61Data.mk,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperSinThetaRepresentativeAcross,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.SingularValueTransport,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperSinThetaRepresentativeAcross.operator,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.SingularValueTransport,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem61Data,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem61Data.canonicalSinTheta,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem61Data.data,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem61Data.exactMap,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem61Data.frameLowerBound,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem61Data.frameLowerBound_pos,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem61Data.gap,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem61Data.lowerFrame,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem61Universal,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.Mem,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.approximationPrefix,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,4,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.extendedGauge,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.finiteGauge,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,4,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.finiteNorm,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,5,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.gauge,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.prefixGauge,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData,DavisKahan.SinTheta.Unbounded.Core,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.A,DavisKahan.SinTheta.Unbounded.Core,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.A₀,DavisKahan.SinTheta.Unbounded.Core,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.F₁,DavisKahan.SinTheta.Unbounded.Core,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.X,DavisKahan.SinTheta.Unbounded.Core,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.mk,DavisKahan.SinTheta.Unbounded.Core,4,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.residual,DavisKahan.SinTheta.Unbounded.Core,1,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.Λ₁,DavisKahan.SinTheta.Unbounded.Core,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.boundedPullbackDomain,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomain,5,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.directedSinThetaOperator,DavisKahan.SinTheta.Bounded.Core,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.directedSinThetaOperatorOfPolarData,DavisKahan.SinTheta.FrameFactorizationGeneric,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.directedSinThetaOperatorReal,DavisKahan.SinTheta.Real.Generalized,2,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.frameIsometry,DavisKahan.SinTheta.FrameFactorization,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.frameIsometryOfPolarData,DavisKahan.SinTheta.FrameFactorizationGeneric,4,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.gramInvSqrt,DavisKahan.SinTheta.FrameFactorization,4,0
DK1970,DK-6.1-thm,sylvester_intertwiner,TauCeti.DavisKahan.ExactSinTheta.linearPMap_FormBoundedSylvesterGap,DavisKahan.Sylvester.Gap,4,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.lowerFramePolarData,DavisKahan.SinTheta.FrameFactorization,5,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.lowerFramePolarDataReal,DavisKahan.SinTheta.Real.FrameFactorization,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.lowerFramePolarData_nonempty,DavisKahan.SinTheta.FrameFactorization,6,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.lowerFramePolarData_real_nonempty,DavisKahan.SinTheta.Real.FrameFactorization,4,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.unboundedSinThetaDataOfPaperCommonCore,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonCore,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.unboundedSinThetaDataOfPaperCommonDomain,DavisKahan.Sources.DavisKahan1970.SineTheta.CommonDomain,3,0
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan1970.Theorem6_1,DavisKahan.Sources.DavisKahan1970.FullSineTheta,0,1
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan1970.Theorem6_1_real,DavisKahan.Sources.DavisKahan1970.FullSineTheta,0,1
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan1970.Theorem6_1_real_commonCore,DavisKahan.Sources.DavisKahan1970.FullSineTheta,0,1
DK1970,DK-6.1-thm,dk_result_layer,TauCeti.DavisKahan1970.Theorem6_1_real_commonDomain,DavisKahan.Sources.DavisKahan1970.FullSineTheta,0,1
DK1970,DK-6.1-thm,unbounded_selfadjoint_spectral,TauCeti.DavisKahanExt.ClosedOperator,DavisKahan.SpectralTheory.ClosedOperator.Basic,4,0
DK1970,DK-6.1-thm,unbounded_selfadjoint_spectral,TauCeti.DavisKahanExt.ClosedOperator.IsSelfAdjoint,DavisKahan.SpectralTheory.ClosedOperator.Basic,3,0
DK1970,DK-6.1-thm,unbounded_selfadjoint_spectral,TauCeti.DavisKahanExt.ClosedOperator.domain,DavisKahan.SpectralTheory.ClosedOperator.Basic,4,0
DK1970,DK-6.1-thm,unbounded_selfadjoint_spectral,TauCeti.DavisKahanExt.ClosedOperator.toLinearMap,DavisKahan.SpectralTheory.ClosedOperator.Basic,4,0
DK1970,DK-6.1-thm,unbounded_selfadjoint_spectral,TauCeti.DavisKahanExt.ClosedOperator.toLinearPMap,DavisKahan.SpectralTheory.ClosedOperator.Basic,4,0
DK1970,DK-6.1-thm,operator_ideals_uinorms,TauCeti.UnitarilyInvariantSeminorm,ForTauCeti.Analysis.InnerProductSpace.UnitarilyInvariantSeminorm,6,0
DK1970,DK-6.1-thm,operator_ideals_uinorms,TauCeti.UnitarilyInvariantSeminorm.gauge,ForTauCeti.Analysis.InnerProductSpace.UnitarilyInvariantSeminorm,5,0
DK1970,DK-6.1-thm,operator_ideals_uinorms,TauCeti.UnitarilyInvariantSeminorm.toFun,ForTauCeti.Analysis.InnerProductSpace.UnitarilyInvariantSeminorm,6,0
DK1970,DK-6.1-thm,operator_ideals_uinorms,TauCeti.diagOp,ForTauCeti.Analysis.InnerProductSpace.UnitarilyInvariantSeminorm,6,0
DK1970,DK-6.2-lem,operator_ideals_uinorms,ContinuousLinearMap.HasMinMaxLowerBoundEverywhere,ForTauCeti.Analysis.OperatorIdeal.ApproximationNumber.FiniteRestriction,1,0
DK1970,DK-6.2-lem,operator_ideals_uinorms,ContinuousLinearMap.approximationNumber,ForTauCeti.Analysis.OperatorIdeal.ApproximationNumber.Basic,6,0
DK1970,DK-6.2-lem,operator_ideals_uinorms,TauCeti.ApproximationNumber.approximationSingularValue,ForTauCeti.Analysis.OperatorIdeal.ApproximationNumber.Core,5,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,1,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.Mem,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,1,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.approximationPrefix,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,4,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.extendedGauge,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,2,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.finiteGauge,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,4,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.finiteNorm,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,5,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.gauge,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,1,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.prefixGauge,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.UnitaryInvariantNorm,3,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.paperDiagonalPair,DavisKahan.Sources.DavisKahan1970.SineTheta.ProjectionBlocks,1,0
DK1970,DK-6.2-lem,dk_result_layer,TauCeti.DavisKahan1970.lemma6_2,DavisKahan.Sources.DavisKahan1970.FullSineTheta,0,1
DK1970,DK-6.2-lem,operator_ideals_uinorms,TauCeti.UnitarilyInvariantSeminorm,ForTauCeti.Analysis.InnerProductSpace.UnitarilyInvariantSeminorm,6,0
DK1970,DK-6.2-lem,operator_ideals_uinorms,TauCeti.UnitarilyInvariantSeminorm.gauge,ForTauCeti.Analysis.InnerProductSpace.UnitarilyInvariantSeminorm,5,0
DK1970,DK-6.2-lem,operator_ideals_uinorms,TauCeti.UnitarilyInvariantSeminorm.toFun,ForTauCeti.Analysis.InnerProductSpace.UnitarilyInvariantSeminorm,6,0
DK1970,DK-6.2-lem,operator_ideals_uinorms,TauCeti.diagOp,ForTauCeti.Analysis.InnerProductSpace.UnitarilyInvariantSeminorm,6,0
DK1970,DK-6.2-thm,operator_ideals_uinorms,ContinuousLinearMap.approximationNumber,ForTauCeti.Analysis.OperatorIdeal.ApproximationNumber.Basic,4,0
DK1970,DK-6.2-thm,operator_ideals_uinorms,TauCeti.ApproximationNumber.approximationSingularValue,ForTauCeti.Analysis.OperatorIdeal.ApproximationNumber.Core,3,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.IsPaperHilbertSchmidt,DavisKahan.Sources.DavisKahan1970.Ideals.HilbertSchmidt,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.LowerFrameBound,DavisKahan.SinTheta.FrameFactorization,3,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.LowerFramePolarData,DavisKahan.SinTheta.FrameFactorization,3,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.LowerFramePolarData.invSqrt,DavisKahan.SinTheta.FrameFactorization,4,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem62Data,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem62Data.canonicalSinTheta,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem62Data.data,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem62Data.frameLowerBound,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem62Data.frameLowerBound_pos,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem62Data.gap,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperRealTheorem62Data.lowerFrame,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperSinThetaRepresentativeAcross,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.SingularValueTransport,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperSinThetaRepresentativeAcross.operator,DavisKahan.Sources.DavisKahan1970.SineTheta.Norms.SingularValueTransport,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem62Data,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem62Data.canonicalSinTheta,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem62Data.data,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem62Data.frameLowerBound,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem62Data.frameLowerBound_pos,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem62Data.gap,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.PaperTheorem62Data.lowerFrame,DavisKahan.Sources.DavisKahan1970.SineTheta.Theorem62,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData,DavisKahan.SinTheta.Unbounded.Core,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.F₁,DavisKahan.SinTheta.Unbounded.Core,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.X,DavisKahan.SinTheta.Unbounded.Core,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.UnboundedSinThetaData.residual,DavisKahan.SinTheta.Unbounded.Core,1,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.frameIsometryOfPolarData,DavisKahan.SinTheta.FrameFactorizationGeneric,3,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.lowerFramePolarData,DavisKahan.SinTheta.FrameFactorization,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.lowerFramePolarDataReal,DavisKahan.SinTheta.Real.FrameFactorization,2,0
DK1970,DK-6.2-thm,dk_result_layer,TauCeti.DavisKahan.ExactSinTheta.lowerFramePolarData_nonempty,DavisKahan.SinTheta.FrameFactorization,3,0
