corpus,source_id,theory_id,declaration,module,min_distance,is_root
DK1970,DK-3.1-cor,operator_ideals_uinorms,ContinuousLinearMap.approximationNumber,ForTauCeti.Analysis.OperatorIdeal.ApproximationNumber.Basic,2,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.AngleSequenceAmbient,DavisKahan.Geometry.Halmos.AngleSequenceRealization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.AngleSequenceSpace,DavisKahan.Geometry.Halmos.AngleSequenceRealization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.Frontier.PairOfSubspacesUnitaryEquivalent,DavisKahan.Geometry.Halmos.UnitaryEquivalence,1,0
DK1970,DK-3.1-cor,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.SameHalmosTrivialDimensions,DavisKahan.Frontier.Section3,1,0
DK1970,DK-3.1-cor,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.compactAngleEigenvalueList,DavisKahan.Frontier.Section3,1,0
DK1970,DK-3.1-cor,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.corollary3_1_compact_classification_real,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.1-cor,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.corollary3_1_compact_defectBlock_angleList_classification,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.1-cor,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.corollary3_1_realization,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum,DavisKahan.Geometry.Halmos.Realization,2,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.cos₀,DavisKahan.Geometry.Halmos.Realization,3,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.instCompleteSpaceSubtypeWithLpOfNatENNRealProdMemSubmoduleTargetSubspace,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.intertwiner,DavisKahan.Geometry.Halmos.Realization,3,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.mk,DavisKahan.Geometry.Halmos.Realization,2,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.realizingIsometry,DavisKahan.Geometry.Halmos.Realization,2,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.sin₀,DavisKahan.Geometry.Halmos.Realization,3,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.targetSubspace,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.SameCompactAngleData,DavisKahan.Geometry.Halmos.CompactClassification,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.angleCosOp,DavisKahan.Geometry.Halmos.AngleSequenceRealization,2,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.angleCosSeq,DavisKahan.Geometry.Halmos.AngleSequenceRealization,3,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.angleSequenceDatum,DavisKahan.Geometry.Halmos.AngleSequenceRealization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.angleSinOp,DavisKahan.Geometry.Halmos.AngleSequenceRealization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.angleSinSeq,DavisKahan.Geometry.Halmos.AngleSequenceRealization,2,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.genericCosineBlock,DavisKahan.Geometry.Halmos.GenericPosition,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.genericLeftHalf,DavisKahan.Geometry.Halmos.GenericPosition,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.halmosCommonPart,DavisKahan.Geometry.Halmos.TwoProjections,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.halmosExteriorPart,DavisKahan.Geometry.Halmos.TwoProjections,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.halmosGenericPart,DavisKahan.Geometry.Halmos.TwoProjections,2,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.halmosSourceDefect,DavisKahan.Geometry.Halmos.TwoProjections,4,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.halmosTargetDefect,DavisKahan.Geometry.Halmos.TwoProjections,4,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.halmosTrivialPart,DavisKahan.Geometry.Halmos.TwoProjections,3,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.instCompleteSpaceGenericLeftHalf,DavisKahan.Geometry.Halmos.GenericPosition,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.instCompleteSpaceSubtypeWithLpOfNatENNRealProdMemSubmoduleSourceSubspace,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.modelInl,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.modelInr,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.norm_angleCosSeq_le,DavisKahan.Geometry.Halmos.AngleSequenceRealization,3,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.norm_angleSinSeq_le,DavisKahan.Geometry.Halmos.AngleSequenceRealization,2,0
DK1970,DK-3.1-cor,dk_result_layer,TauCeti.DavisKahan.projection,DavisKahan.BoundedOperator.Compat,1,0
DK1970,DK-3.1-cor,direct_rotation_two_projection,TauCeti.DavisKahan.sourceSubspace,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-cor,sylvester_intertwiner,TauCeti.DavisKahanExt.compressOperator,DavisKahan.Sylvester.Spectrum,2,0
DK1970,DK-3.1-cor,operator_ideals_uinorms,TauCeti.diagCoord,ForTauCeti.Analysis.OperatorIdeal.ApproximationNumber.DiagonalSequence,3,0
DK1970,DK-3.1-cor,operator_ideals_uinorms,TauCeti.diagOpLp,ForTauCeti.Analysis.OperatorIdeal.ApproximationNumber.DiagonalSequence,2,0
DK1970,DK-3.1-prop,operator_ideals_uinorms,ContinuousLinearMap.modulus,ForTauCeti.Analysis.InnerProductSpace.OperatorModulus,6,0
DK1970,DK-3.1-prop,direct_rotation_two_projection,ContinuousLinearMap.modulusCorestrict,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,6,0
DK1970,DK-3.1-prop,direct_rotation_two_projection,ContinuousLinearMap.modulus_apply_mem_polarInitial,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,7,0
DK1970,DK-3.1-prop,direct_rotation_two_projection,ContinuousLinearMap.polarInitial,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,5,0
DK1970,DK-3.1-prop,direct_rotation_two_projection,ContinuousLinearMap.polarPartial,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,4,0
DK1970,DK-3.1-prop,direct_rotation_two_projection,ContinuousLinearMap.polarPartialAux,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,5,0
DK1970,DK-3.1-prop,dk_result_layer,TauCeti.DavisKahan.complementaryProjection,DavisKahan.BoundedOperator.Compat,4,0
DK1970,DK-3.1-prop,dk_result_layer,TauCeti.DavisKahan.projection,DavisKahan.BoundedOperator.Compat,4,0
DK1970,DK-3.1-prop,direct_rotation_two_projection,TauCeti.DavisKahan.spectraCanonicalIntertwiner,DavisKahan.Geometry.Polar.DirectRotation,3,0
DK1970,DK-3.1-prop,direct_rotation_two_projection,TauCeti.DavisKahan.spectraCanonicalPolarFactor,DavisKahan.Geometry.Polar.DirectRotation,2,0
DK1970,DK-3.1-prop,direct_rotation_two_projection,TauCeti.DavisKahan.spectraPolarIsometry,DavisKahan.Geometry.Polar.OperatorAbsoluteValue,3,0
DK1970,DK-3.1-prop,dk_result_layer,TauCeti.DavisKahan1970.acute_directRotation,DavisKahan.Sources.DavisKahan1970.Section3AcuteDirectRotation,1,0
DK1970,DK-3.1-prop,dk_result_layer,TauCeti.DavisKahan1970.proposition3_1_source,DavisKahan.Sources.DavisKahan1970.Section3AcuteDirectRotation,0,1
DK1970,DK-3.1-prop,hilbert_subspace_geometry,TauCeti.IsAcute,ForTauCeti.Analysis.InnerProductSpace.AngleGeometry,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.Frontier.PairOfSubspacesUnitaryEquivalent,DavisKahan.Geometry.Halmos.UnitaryEquivalence,1,0
DK1970,DK-3.1-thm,dk_result_layer,TauCeti.DavisKahan.Frontier.SameSpectralMultiplicity,DavisKahan.Frontier.Core,1,0
DK1970,DK-3.1-thm,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.SameHalmosTrivialDimensions,DavisKahan.Frontier.Section3,1,0
DK1970,DK-3.1-thm,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.theorem3_1_realization,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.1-thm,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.theorem3_1_spectralMultiplicity_classification,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.1-thm,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.theorem3_1_spectralMultiplicity_classification_real,DavisKahan.Frontier.Section3Real,0,1
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.cos₀,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.cos₁,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.instCompleteSpaceSubtypeWithLpOfNatENNRealProdMemSubmoduleTargetSubspace,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.intertwiner,DavisKahan.Geometry.Halmos.Realization,3,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.realizingIsometry,DavisKahan.Geometry.Halmos.Realization,2,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.sin₀,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.sin₁,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.HalmosAngleDatum.targetSubspace,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.genericCosineBlock,DavisKahan.Geometry.Halmos.GenericPosition,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.genericLeftHalf,DavisKahan.Geometry.Halmos.GenericPosition,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.halmosCommonPart,DavisKahan.Geometry.Halmos.TwoProjections,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.halmosExteriorPart,DavisKahan.Geometry.Halmos.TwoProjections,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.halmosGenericPart,DavisKahan.Geometry.Halmos.TwoProjections,2,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.halmosSourceDefect,DavisKahan.Geometry.Halmos.TwoProjections,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.halmosTargetDefect,DavisKahan.Geometry.Halmos.TwoProjections,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.halmosTrivialPart,DavisKahan.Geometry.Halmos.TwoProjections,3,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.instCompleteSpaceSubtypeWithLpOfNatENNRealProdMemSubmoduleSourceSubspace,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.modelInl,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.modelInr,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.DavisKahan.sourceSubspace,DavisKahan.Geometry.Halmos.Realization,1,0
DK1970,DK-3.1-thm,sylvester_intertwiner,TauCeti.DavisKahanExt.compressOperator,DavisKahan.Sylvester.Spectrum,2,0
DK1970,DK-3.1-thm,operator_ideals_uinorms,TauCeti.MeasureEquiv,ForTauCeti.MeasureTheory.MeasureClass,2,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.MultiplicityDatum,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,2,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.MultiplicityDatum.base,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,2,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.MultiplicityDatum.bound,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,3,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.MultiplicityDatum.level,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,2,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.MultiplicityDatum.measure,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,2,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.MultiplicityDatum.operator,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,2,0
DK1970,DK-3.1-thm,direct_rotation_two_projection,TauCeti.OperatorUnitaryEquiv,ForTauCeti.Analysis.InnerProductSpace.OperatorUnitaryEquiv,2,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.coordTrunc,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,4,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.coordTruncField,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,3,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.memLp_two_mul_field,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,4,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.mulLpField,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,3,0
DK1970,DK-3.1-thm,borel_spectral_calculus,TauCeti.norm_toLp_mul_field_le,ForTauCeti.Analysis.InnerProductSpace.BorelCalculus.MultiplicityModel,4,0
DK1970,DK-3.1-thm,operator_ideals_uinorms,TauCeti.sliceMap,ForTauCeti.MeasureTheory.LpSliceSum,4,0
DK1970,DK-3.1-thm,operator_ideals_uinorms,TauCeti.sliceSum,ForTauCeti.MeasureTheory.LpSliceSum,3,0
DK1970,DK-3.2-cor,operator_ideals_uinorms,ContinuousLinearMap.modulus,ForTauCeti.Analysis.InnerProductSpace.OperatorModulus,2,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,ContinuousLinearMap.modulusCorestrict,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,5,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,ContinuousLinearMap.modulus_apply_mem_polarInitial,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,6,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,ContinuousLinearMap.polarInitial,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,4,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,ContinuousLinearMap.polarPartial,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,3,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,ContinuousLinearMap.polarPartialAux,ForTauCeti.Analysis.InnerProductSpace.Polar.PartialIsometry,4,0
DK1970,DK-3.2-cor,hilbert_subspace_geometry,Submodule.projectionGap,ForTauCeti.Analysis.InnerProductSpace.Projection.Gap,3,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.DavisKahan.Foundation.RealComplexification.complexifySubmodule,DavisKahan.SpectralTheory.Complexification.Subspace,2,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.DavisKahan.Foundation.RealComplexification.instHasOrthogonalProjectionComplexifySubmodule,DavisKahan.SpectralTheory.Complexification.Subspace,2,0
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.corollary3_2_reversal_source_form,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan.IsUniformlyAcute,DavisKahan.BoundedOperator.Compat,1,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.IsUniformlyAcute.symm,DavisKahan.Geometry.Polar.DirectRotationSquare,1,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.IsUniformlyAcuteReal.symm,DavisKahan.Geometry.Polar.DirectRotationReal,1,0
DK1970,DK-3.2-cor,operator_angle_double_angle,TauCeti.DavisKahan.Proposition35.section3AngleOperator,DavisKahan.Geometry.Angle.Proposition35Infinite,2,0
DK1970,DK-3.2-cor,operator_angle_double_angle,TauCeti.DavisKahan.Proposition35.section3CosAngleOperator,DavisKahan.Geometry.Angle.Proposition35Infinite,1,0
DK1970,DK-3.2-cor,operator_angle_double_angle,TauCeti.DavisKahan.Proposition35.section3NonacuteQuarterTurn,DavisKahan.Geometry.Angle.Proposition35Nonacute,2,0
DK1970,DK-3.2-cor,operator_angle_double_angle,TauCeti.DavisKahan.Proposition35.section3SinAngleOperator,DavisKahan.Geometry.Angle.Proposition35Infinite,1,0
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan.complementaryProjection,DavisKahan.BoundedOperator.Compat,4,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.crossedDefectQuarterTurn,DavisKahan.Geometry.Polar.Section3Nonacute,2,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.directRotationR,DavisKahan.Geometry.Polar.DirectRotationReal,1,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.halmosSourceDefect,DavisKahan.Geometry.Halmos.TwoProjections,1,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.halmosTargetDefect,DavisKahan.Geometry.Halmos.TwoProjections,1,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.instHasOrthogonalProjectionHalmosSourceDefect,DavisKahan.Geometry.Halmos.TwoProjections,4,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.instHasOrthogonalProjectionHalmosTargetDefect,DavisKahan.Geometry.Halmos.TwoProjections,4,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.isUniformlyAcute_complexifySubmodule,DavisKahan.Geometry.Polar.DirectRotationReal,2,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.nonacuteDirectRotation,DavisKahan.Geometry.Polar.Section3Nonacute,1,0
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan.projection,DavisKahan.BoundedOperator.Compat,2,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.sourceToTargetDefect,DavisKahan.Geometry.Polar.Section3Nonacute,3,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.spectraCanonicalIntertwiner,DavisKahan.Geometry.Polar.DirectRotation,3,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.spectraCanonicalPolarFactor,DavisKahan.Geometry.Polar.DirectRotation,2,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.spectraDirectRotation,DavisKahan.Geometry.Polar.DirectRotation,1,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.spectraPolarIsometry,DavisKahan.Geometry.Polar.OperatorAbsoluteValue,3,0
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan.subspaceGap,DavisKahan.BoundedOperator.Compat,2,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.swapCrossedDefectEquiv,DavisKahan.Geometry.Polar.Section3Nonacute,1,0
DK1970,DK-3.2-cor,direct_rotation_two_projection,TauCeti.DavisKahan.targetToSourceDefect,DavisKahan.Geometry.Polar.Section3Nonacute,3,0
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan1970.complex_directRotation_reversal,DavisKahan.Sources.DavisKahan1970.FullPartIII,0,1
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan1970.corollary3_2_nonacute_directRotation_resolution,DavisKahan.Sources.DavisKahan1970.Section3Proposition35,0,1
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan1970.corollary3_2_paperQuarterTurn,DavisKahan.Sources.DavisKahan1970.Section3Proposition35,1,0
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan1970.corollary3_2_paperQuarterTurn_symm,DavisKahan.Sources.DavisKahan1970.Section3Proposition35,0,1
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan1970.corollary3_2_source,DavisKahan.Sources.DavisKahan1970.Section3Proposition35,0,1
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan1970.proposition3_5_angleOperator,DavisKahan.Sources.DavisKahan1970.Section3Proposition35,1,0
DK1970,DK-3.2-cor,dk_result_layer,TauCeti.DavisKahan1970.real_directRotation_reversal,DavisKahan.Sources.DavisKahan1970.FullPartIII,0,1
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,2,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.complexOperatorRealAlgebra,ForTauCeti.Analysis.InnerProductSpace.Complexification.FunctionalCalculus,2,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.im,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,3,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instAddCommGroup,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,3,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instCompleteSpace,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,2,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instInnerProductSpaceComplex,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,2,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instModuleComplex,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,3,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instModuleReal,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,3,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instNormedAddCommGroup,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,2,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instNormedSpaceComplex,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,3,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instSMulComplex,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,4,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.instSMulReal,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,4,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.mk,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,4,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.ofReal,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,3,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.re,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,3,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.realContinuousFunctionalCalculus,ForTauCeti.Analysis.InnerProductSpace.Complexification.FunctionalCalculus,2,0
DK1970,DK-3.2-cor,real_complex_transfer,TauCeti.RealComplexification.realPartOperator,ForTauCeti.Analysis.InnerProductSpace.Complexification.Basic,2,0
DK1970,DK-3.2-prop,direct_rotation_two_projection,TauCeti.DavisKahan.Frontier.CrossedDefectsEquivalent,DavisKahan.Geometry.Halmos.GenericRotationPredicates,1,0
DK1970,DK-3.2-prop,direct_rotation_two_projection,TauCeti.DavisKahan.Frontier.IsPaperDirectRotation,DavisKahan.Geometry.Halmos.GenericRotationPredicates,1,0
DK1970,DK-3.2-prop,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.proposition3_2_exists_iff_crossedDefectsEquivalent,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.2-prop,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.proposition3_2_exists_iff_crossedDefectsEquivalent_real,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.2-prop,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.proposition3_2_not_unique,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.2-prop,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.proposition3_2_not_unique_real,DavisKahan.Frontier.Section3,0,1
DK1970,DK-3.2-prop,direct_rotation_two_projection,TauCeti.DavisKahan.halmosSourceDefect,DavisKahan.Geometry.Halmos.TwoProjections,2,0
DK1970,DK-3.2-prop,direct_rotation_two_projection,TauCeti.DavisKahan.halmosTargetDefect,DavisKahan.Geometry.Halmos.TwoProjections,2,0
DK1970,DK-3.2-prop,hilbert_subspace_geometry,TauCeti.IsAcute,ForTauCeti.Analysis.InnerProductSpace.AngleGeometry,1,0
DK1970,DK-3.3-prop,hilbert_subspace_geometry,Submodule.reflectionOperator,ForTauCeti.Analysis.InnerProductSpace.Projection.Blocks,2,0
DK1970,DK-3.3-prop,real_complex_transfer,TauCeti.DavisKahan.Foundation.RealComplexification.complexifySubmodule,DavisKahan.SpectralTheory.Complexification.Subspace,2,0
DK1970,DK-3.3-prop,real_complex_transfer,TauCeti.DavisKahan.Foundation.RealComplexification.instHasOrthogonalProjectionComplexifySubmodule,DavisKahan.SpectralTheory.Complexification.Subspace,2,0
DK1970,DK-3.3-prop,dk_result_layer,TauCeti.DavisKahan.Frontier.Section3.IsPrincipalUnitarySquareRoot,DavisKahan.Frontier.Section3,1,0
