corpus,source_id,declaration,min_distance,is_root
DK1970,S2-sin-two-theta,TauCeti.RealComplexification.instNormedAddCommGroup,2,0
DK1970,S2-sin-two-theta,TauCeti.RealComplexification.instNormedSpaceComplex,3,0
DK1970,S2-sin-two-theta,TauCeti.RealComplexification.instSMulComplex,4,0
DK1970,S2-sin-two-theta,TauCeti.RealComplexification.instSMulReal,4,0
DK1970,S2-sin-two-theta,TauCeti.RealComplexification.mk,4,0
DK1970,S2-sin-two-theta,TauCeti.RealComplexification.ofReal,3,0
DK1970,S2-sin-two-theta,TauCeti.RealComplexification.re,3,0
DK1970,S2-sin-two-theta,TauCeti.RealComplexification.realPartOperator,2,0
DK1970,S2-sin-two-theta,TauCeti.SpectrumIn,1,0
DK1970,S2-sin-two-theta,TauCeti.SymmetricOperatorIdealFamily,3,0
DK1970,S2-sin-two-theta,TauCeti.SymmetricOperatorIdealFamily.toOperatorIdealFamily,2,0
DK1970,S2-sin-two-theta,TauCeti.UnitarilyInvariantSeminorm,6,0
DK1970,S2-sin-two-theta,TauCeti.UnitarilyInvariantSeminorm.gauge,5,0
DK1970,S2-sin-two-theta,TauCeti.UnitarilyInvariantSeminorm.toFun,6,0
DK1970,S2-sin-two-theta,TauCeti.complementaryProjection,3,0
DK1970,S2-sin-two-theta,TauCeti.cosThetaEmbedding,3,0
DK1970,S2-sin-two-theta,TauCeti.cosThetaMagnitude,2,0
DK1970,S2-sin-two-theta,TauCeti.diagOp,6,0
DK1970,S2-sin-two-theta,TauCeti.projection,4,0
DK1970,S2-sin-two-theta,TauCeti.pvmRangeSubspace,2,0
DK1970,S2-sin-two-theta,TauCeti.residual,1,0
DK1970,S2-sin-two-theta,TauCeti.restrictedSpectrum,2,0
DK1970,S2-sin-two-theta,TauCeti.selfAdjointFunctionalCalculus,5,0
DK1970,S2-sin-two-theta,TauCeti.sinThetaEmbedding,2,0
DK1970,S2-sin-two-theta,TauCeti.trialGramSqrt,3,0
DK1970,S2-tan-theta,ContinuousLinearMap.Reduces,1,0
DK1970,S2-tan-theta,ContinuousLinearMap.approximationNumber,3,0
DK1970,S2-tan-theta,ContinuousLinearMap.modulus,2,0
DK1970,S2-tan-theta,TauCeti.ApproximationNumber.approximationSingularValue,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.DKClosedOperator,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.ClosedOperatorE,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.KyFanDominantIdealFamily,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.KyFanDominantIdealFamily.Mem,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.KyFanDominantIdealFamily.gauge,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.KyFanDominantIdealFamily.toSymmetricOperatorIdealFamily,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.Mem,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.approximationPrefix,4,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.extendedGauge,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.finiteGauge,4,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.finiteNorm,5,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.gauge,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.prefixGauge,3,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactSinTheta.SemiboundedAbove,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactTanTheta.HasTheorem63DirectedTangentApproximationNumbersInfinite,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactTanTheta.UnboundedCompressionTrialData,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactTanTheta.UnboundedCompressionTrialData.action,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactTanTheta.UnboundedCompressionTrialData.compression,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactTanTheta.UnboundedCompressionTrialData.residual,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactTanTheta.theorem63Compression,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.ExactTanTheta.theorem63DirectedSineBlock,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.Foundation.RealComplexification.complexifySubmodule,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.Foundation.RealComplexification.instHasOrthogonalProjectionComplexifySubmodule,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.Frontier.CrossedDefectsEquivalent,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.Section2.theorem6_3_perturbation_infiniteTrial,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan.TanTheta.UnboundedTrialBlock,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.TanTheta.UnboundedTrialBlock.operator,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.TanTheta.UnboundedTrialBlock.residual,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.halmosSourceDefect,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan.halmosTargetDefect,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.compressOperatorReal,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.headlineCompleteF,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.instCompleteSpaceCoeOfHasOrthogonalProjectionTanThetaUnboundedAmbient,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.instCompleteSpaceCoeOfHasOrthogonalProjectionUnboundedAmbientReal,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_headline_generic_directed,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_unboundedCompression_ambient_paperUINorm_exact,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_unboundedCompression_ambient_paperUINorm_real_exact,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_unbounded_ambient_paperUINorm_exact,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_unbounded_ambient_paperUINorm_real_exact,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_wholeSpace_paperUINorm,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_wholeSpace_paperUINorm_of_crossedDefectsEquivalent,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_wholeSpace_paperUINorm_real,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahan1970.tanTheta_wholeSpace_paperUINorm_real_of_crossedDefectsEquivalent,0,1
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.ClosedOperator,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.ClosedOperator.domain,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.ClosedOperator.toLinearMap,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.ClosedOperator.toLinearPMap,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.paperAngleOperatorC,2,0
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.paperSinAngleOperatorR,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.paperTanAngleOperatorC,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.paperTanAngleOperatorR,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahanExt.sinAngleOperatorC,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahanTheory.TanThetaIntervalGap,1,0
DK1970,S2-tan-theta,TauCeti.DavisKahanTheory.partIII_tanTheta_ritzResidual_uiNorm,0,1
DK1970,S2-tan-theta,TauCeti.IsInvariant,1,0
DK1970,S2-tan-theta,TauCeti.LinearPMap.SemiboundedAbove,2,0
DK1970,S2-tan-theta,TauCeti.OperatorIdealFamily,3,0
DK1970,S2-tan-theta,TauCeti.OperatorIdealFamily.gauge,2,0
DK1970,S2-tan-theta,TauCeti.RealComplexification,2,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.im,3,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instAddCommGroup,3,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instCompleteSpace,2,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instInnerProductSpaceComplex,2,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instModuleComplex,3,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instModuleReal,3,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instNormedAddCommGroup,2,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instNormedSpaceComplex,3,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instSMulComplex,4,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.instSMulReal,4,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.mk,4,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.ofReal,3,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.re,3,0
DK1970,S2-tan-theta,TauCeti.RealComplexification.realPartOperator,2,0
DK1970,S2-tan-theta,TauCeti.RectangularUnitarilyInvariantSeminorm,1,0
DK1970,S2-tan-theta,TauCeti.RectangularUnitarilyInvariantSeminorm.toFun,1,0
DK1970,S2-tan-theta,TauCeti.SpectrumIn,1,0
DK1970,S2-tan-theta,TauCeti.SymmetricOperatorIdealFamily,3,0
DK1970,S2-tan-theta,TauCeti.SymmetricOperatorIdealFamily.toOperatorIdealFamily,2,0
DK1970,S2-tan-theta,TauCeti.UnitarilyInvariantSeminorm,6,0
DK1970,S2-tan-theta,TauCeti.UnitarilyInvariantSeminorm.gauge,5,0
DK1970,S2-tan-theta,TauCeti.UnitarilyInvariantSeminorm.toFun,6,0
DK1970,S2-tan-theta,TauCeti.approximateSubspace,1,0
DK1970,S2-tan-theta,TauCeti.complementaryProjection,5,0
DK1970,S2-tan-theta,TauCeti.compression,1,0
DK1970,S2-tan-theta,TauCeti.diagOp,6,0
DK1970,S2-tan-theta,TauCeti.principalAngles,2,0
DK1970,S2-tan-theta,TauCeti.principalSines,3,0
DK1970,S2-tan-theta,TauCeti.principalTangents,1,0
DK1970,S2-tan-theta,TauCeti.projection,5,0
DK1970,S2-tan-theta,TauCeti.residual,2,0
DK1970,S2-tan-theta,TauCeti.restrictedSpectrum,2,0
DK1970,S2-tan-theta,TauCeti.ritzResidual,1,0
DK1970,S2-tan-theta,TauCeti.sinThetaMap,4,0
DK1970,S2-tan-two-theta,ContinuousLinearMap.approximationNumber,2,0
DK1970,S2-tan-two-theta,ContinuousLinearMap.modulus,4,0
DK1970,S2-tan-two-theta,Submodule.diagonalPart,1,0
DK1970,S2-tan-two-theta,Submodule.offDiagonalPart,2,0
DK1970,S2-tan-two-theta,TauCeti.ApproximationNumber.approximationSingularValue,1,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.IsBddMeasurable,7,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.IsBddMeasurable.chooseBound,7,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.IsBddMeasurable.exists_bound,8,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.borelCalculus,6,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.borelVector,7,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.diagFunctional,7,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.diagMeasure,6,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.inner_specProj_self,5,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.isFiniteMeasure_specDiag,5,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.norm_borelVector_le,7,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.ofRealLM,8,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.pair,9,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.pairFunctional,8,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.specDiag,5,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.specProj,5,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.specProj_inter,5,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.specProj_univ,5,0
DK1970,S2-tan-two-theta,TauCeti.BorelCalculus.toProjValMeasure,4,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.Mem,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.approximationPrefix,4,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.extendedGauge,2,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.finiteGauge,4,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.finiteNorm,5,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.gauge,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.PaperUnitaryInvariantNorm.prefixGauge,3,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.instCompleteSpaceCoeOfHasOrthogonalProjectionLemma61,2,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.paperBlockCompression,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.ExactSinTheta.paperProjectionBlock,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.Foundation.RealComplexification.complexifySubmodule,2,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan.Foundation.RealComplexification.instHasOrthogonalProjectionComplexifySubmodule,2,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.compressOperatorReal,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.instCompleteSpaceCoeOfHasOrthogonalProjectionUnboundedExact,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.paperDoubleSecant,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.paperProjectorDifference,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.paperTanTwoDirectedCornerR,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.reflectionResidualCorner,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.reflectionTangentCorner,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_directedCorner_residual_paperUINorm_exact,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_directedCorner_residual_paperUINorm_real_exact,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_headline_generic,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_unbounded_ambient_paperUINorm_exact,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_unbounded_ambient_paperUINorm_real_exact,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_unbounded_directedResidual_paperUINorm_exact,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_unbounded_directedResidual_paperUINorm_real_exact,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_wholeSpace_paperUINorm_exact,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.tanTwoTheta_wholeSpace_paperUINorm_real_exact,0,1
DK1970,S2-tan-two-theta,TauCeti.DavisKahan1970.unboundedReflectionTangent,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahanExt.compressOperator,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahanExt.paperAngleOperatorC,2,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahanExt.paperTanTwoAngleOperatorC,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahanExt.paperTanTwoAngleOperatorR,1,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahanExt.sinAngleOperatorC,3,0
DK1970,S2-tan-two-theta,TauCeti.DavisKahanTheory.absDoubleAngleTangent,1,0
DK1970,S2-tan-two-theta,TauCeti.IsOddFor,1,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.MapsDomainTo,1,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.cayley,4,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.cayleyInv,4,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.complexificationDomain,4,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.complexificationDomainIm,5,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.complexificationDomainRe,5,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.complexificationLinearMap,4,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.complexifyReal,3,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.instCompleteSpace_realSpecRange,1,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.instCompleteSpace_specRange,1,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.instHasOrthogonalProjection_realSpecRange,1,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.instHasOrthogonalProjection_specRange,1,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.isSelfAdjoint_complexifyReal,3,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.isStarNormal_cayley,4,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.measurable_cayleyInv,4,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.negI_mem_resolventSet,5,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.realSpecProjection,2,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.realSpecRange,1,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.resolvent,5,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.resolventSet,6,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.specProjection,2,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.specRange,1,0
DK1970,S2-tan-two-theta,TauCeti.LinearPMap.spectralPVM,3,0
DK1970,S2-tan-two-theta,TauCeti.ProjValMeasure,4,0
DK1970,S2-tan-two-theta,TauCeti.ProjValMeasure.mk,5,0
DK1970,S2-tan-two-theta,TauCeti.ProjValMeasure.proj,3,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification,1,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.im,2,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instAddCommGroup,2,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instCompleteSpace,1,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instInnerProductSpaceComplex,1,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instModuleComplex,2,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instModuleReal,3,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instNormedAddCommGroup,1,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instNormedSpaceComplex,2,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instSMulComplex,3,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.instSMulReal,4,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.mk,4,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.ofReal,3,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.re,2,0
DK1970,S2-tan-two-theta,TauCeti.RealComplexification.realPartOperator,2,0
DK1970,S2-tan-two-theta,TauCeti.UnitarilyInvariantSeminorm,6,0
DK1970,S2-tan-two-theta,TauCeti.UnitarilyInvariantSeminorm.gauge,5,0
DK1970,S2-tan-two-theta,TauCeti.UnitarilyInvariantSeminorm.toFun,6,0
DK1970,S2-tan-two-theta,TauCeti.diagOp,6,0
YWS2015,YWS-A-dilation-alternative,TauCeti.HybridGap,1,0
YWS2015,YWS-A-dilation-alternative,TauCeti.SpectraSeparated,2,0
YWS2015,YWS-A-dilation-alternative,TauCeti.complementaryProjection,2,0
YWS2015,YWS-A-dilation-alternative,TauCeti.leftGram,3,0
YWS2015,YWS-A-dilation-alternative,TauCeti.projection,2,0
YWS2015,YWS-A-dilation-alternative,TauCeti.restrictedSpectrum,3,0
YWS2015,YWS-A-dilation-alternative,TauCeti.rightGram,3,0
YWS2015,YWS-A-dilation-alternative,TauCeti.sinThetaMap,1,0
YWS2015,YWS-A-dilation-alternative,TauCeti.spectralSubspace,1,0
YWS2015,YWS-A-dilation-alternative,YuWangSamworth2015.gramBlockDiagonal,1,0
YWS2015,YWS-A-dilation-alternative,YuWangSamworth2015.gramBlockDiagonalProd,2,0
YWS2015,YWS-A-dilation-alternative,YuWangSamworth2015.hermitianDilation,0,1
YWS2015,YWS-A-dilation-alternative,YuWangSamworth2015.hermitianDilationProd,1,0
YWS2015,YWS-A-dilation-alternative,YuWangSamworth2015.hermitianDilation_sq,0,1
YWS2015,YWS-A-dilation-alternative,YuWangSamworth2015.isSymmetric_hermitianDilation,0,1
YWS2015,YWS-A-dilation-alternative,YuWangSamworth2015.singularSubspace_dilation_sinTheta_le,0,1
YWS2015,YWS-A-gram-transport,TauCeti.RectangularUnitarilyInvariantSeminorm,2,0
YWS2015,YWS-A-gram-transport,TauCeti.RectangularUnitarilyInvariantSeminorm.frobenius,1,0
YWS2015,YWS-A-gram-transport,TauCeti.RectangularUnitarilyInvariantSeminorm.mk,2,0
YWS2015,YWS-A-gram-transport,TauCeti.RectangularUnitarilyInvariantSeminorm.toFun,1,0
YWS2015,YWS-A-gram-transport,TauCeti.UnitarilyInvariantSeminorm,2,0
YWS2015,YWS-A-gram-transport,TauCeti.UnitarilyInvariantSeminorm.frobenius,1,0
YWS2015,YWS-A-gram-transport,TauCeti.UnitarilyInvariantSeminorm.mk,2,0
YWS2015,YWS-A-gram-transport,TauCeti.UnitarilyInvariantSeminorm.toFun,1,0
YWS2015,YWS-A-gram-transport,TauCeti.leftGram,1,0
YWS2015,YWS-A-gram-transport,TauCeti.rightGram,1,0
YWS2015,YWS-A-gram-transport,YuWangSamworth2015.DavisKahanTheory.frobenius_leftGram_sub_le,0,1
YWS2015,YWS-A-gram-transport,YuWangSamworth2015.DavisKahanTheory.frobenius_leftGram_sub_le_paperCoefficient,0,1
YWS2015,YWS-A-gram-transport,YuWangSamworth2015.DavisKahanTheory.frobenius_rightGram_sub_le,0,1
YWS2015,YWS-A-gram-transport,YuWangSamworth2015.DavisKahanTheory.frobenius_rightGram_sub_le_paperCoefficient,0,1
YWS2015,YWS-A-gram-transport,YuWangSamworth2015.DavisKahanTheory.opNorm_leftGram_sub_le_paperCoefficient,0,1
YWS2015,YWS-A-gram-transport,YuWangSamworth2015.DavisKahanTheory.opNorm_rightGram_sub_le_paperCoefficient,0,1
YWS2015,YWS-A-gram-transport,YuWangSamworth2015.DavisKahanTheory.sum_opNorm_le_paperCoefficient,0,1
YWS2015,YWS-C1-rankone,OrthonormalBasis.spanIndices,2,0
YWS2015,YWS-C1-rankone,TauCeti.UnitarilyInvariantSeminorm,3,0
YWS2015,YWS-C1-rankone,TauCeti.UnitarilyInvariantSeminorm.frobenius,2,0
YWS2015,YWS-C1-rankone,TauCeti.UnitarilyInvariantSeminorm.mk,3,0
YWS2015,YWS-C1-rankone,TauCeti.UnitarilyInvariantSeminorm.toFun,2,0
YWS2015,YWS-C1-rankone,TauCeti.basisDiagonal,1,0
YWS2015,YWS-C1-rankone,TauCeti.complementaryProjection,3,0
YWS2015,YWS-C1-rankone,TauCeti.isSymmetric_basisDiagonal,1,0
YWS2015,YWS-C1-rankone,TauCeti.projection,3,0
YWS2015,YWS-C1-rankone,TauCeti.restrictedSpectrum,1,0
YWS2015,YWS-C1-rankone,TauCeti.sinThetaFrobenius,1,0
YWS2015,YWS-C1-rankone,TauCeti.sinThetaMap,2,0
YWS2015,YWS-C1-rankone,YuWangSamworth2015.CorrespondingEigenblock,1,0
YWS2015,YWS-C1-rankone,YuWangSamworth2015.DavisKahanTheory.eigenvalues_scalarSamplePopulation_zero,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.DavisKahanTheory.eigenvalues_scalarSampleSample,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.DavisKahanTheory.scalarSamplePopulationData,1,0
YWS2015,YWS-C1-rankone,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_corollary1_real_le,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_corollary1_scalarSample,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_corollary1_sinTheta_le,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.OrderedBlockBoundaryGap,1,0
YWS2015,YWS-C1-rankone,YuWangSamworth2015.OrderedBlockBoundaryGap.gap_of_singleton,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.yuWangSamworth_eigenvector_frame_le,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.yuWangSamworth_eigenvector_frame_sinTheta_le,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.yuWangSamworth_eigenvector_le,0,1
YWS2015,YWS-C1-rankone,YuWangSamworth2015.yuWangSamworth_eigenvector_real_le,0,1
YWS2015,YWS-EQ4-double-angle,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_equation4,0,1
YWS2015,YWS-EQ4-double-angle,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_equation4_printed_counterexample,0,1
YWS2015,YWS-LA1-equality,TauCeti.RectangularUnitarilyInvariantSeminorm,2,0
YWS2015,YWS-LA1-equality,TauCeti.RectangularUnitarilyInvariantSeminorm.frobenius,1,0
YWS2015,YWS-LA1-equality,TauCeti.RectangularUnitarilyInvariantSeminorm.mk,2,0
YWS2015,YWS-LA1-equality,TauCeti.RectangularUnitarilyInvariantSeminorm.toFun,1,0
YWS2015,YWS-LA1-equality,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_orthonormalRows,0,1
YWS2015,YWS-LA1-equality,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_rows,0,1
YWS2015,YWS-LA1-inequality,TauCeti.RectangularUnitarilyInvariantSeminorm,2,0
YWS2015,YWS-LA1-inequality,TauCeti.RectangularUnitarilyInvariantSeminorm.frobenius,1,0
YWS2015,YWS-LA1-inequality,TauCeti.RectangularUnitarilyInvariantSeminorm.mk,2,0
YWS2015,YWS-LA1-inequality,TauCeti.RectangularUnitarilyInvariantSeminorm.toFun,1,0
YWS2015,YWS-LA1-inequality,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_columns,0,1
YWS2015,YWS-LA1-inequality,YuWangSamworth2015.DavisKahanTheory.yuWangSamworth_lemma5_isometricColumns,0,1
